"ItemID","Description","Bottles_Per_Case","Cost_Amount_Per_Bottle","Total_Cost","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9","Week10","Week11","Week12","Week13","Week14","Week15","Week16","Week17","Week18","Week19","Week20","Week21","Week22","Week23","Week24","Week25","Week26","Week27","Week28","Week29","Week30","Week31","Week32","Week33","Week34","Week35","Week36","Week37","Week38","Week39","Week40","Week41","Week42","Week43","Week44","Week45","Week46","Week47","Week48","Week49","Week50","Week51","Week52","Week53","Grand_Total"
322463,"CASAMIGOS TEQUILA - REPOSADO - 750ML",6,52.99,317.94,9,21,21,17,14,7,6,9,8,12,16,8,6,23,16,16,12,18,9,22,20,13,15,14,9,15,22,23,12,30,17,7,5,6,10,7,8,10,10,10,4,7,6,11,14,9,10,17,13,11,10,13,6,723
238052,"JINRO GREEN GRAPE SOJU - 375ML",20,7.99,159.8,8,9,9,8,11,12,24,14,19,7,6,20,39,0,14,5,15,5,6,35,16,7,10,14,3,9,12,10,6,7,20,17,20,16,1,19,7,11,19,15,12,7,5,13,7,11,14,18,11,19,9,12,16,687
12193,"VICTORY SOUR MONKEY 4/6 NR",24,2.331666667,55.960000008,0,12,12,12,18,6,6,12,30,0,6,12,18,12,12,18,18,12,30,6,24,0,18,30,18,0,24,18,6,6,12,18,0,6,12,12,0,18,0,6,24,0,18,6,18,6,12,12,18,12,18,24,12,686
251008,"WHEATLEY VODKA - 50ML",120,1.09,130.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
23773,"GOOSE ISLAND IPA 4/6 NR - 12OZ",24,2.165,51.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
131172,"SUTTER HOME P/GRIG 24/CS - 187ML",24,2.99,71.76,34,5,5,22,18,11,31,5,1,0,11,4,6,24,8,16,5,5,15,10,22,13,7,3,4,9,13,2,7,10,18,9,21,26,14,17,24,8,15,22,10,10,4,14,6,9,15,9,20,13,13,23,12,685
42282,"FEVER TREE LIGHT PREM INDIAN TONIC WATER 6/4PK - 200ML",24,1.9975,47.94,20,12,12,4,12,20,24,4,20,4,16,20,8,16,8,32,8,0,0,0,0,8,28,8,36,16,20,4,16,0,0,20,8,4,0,0,0,4,0,16,0,16,8,12,16,24,32,40,0,12,48,8,12,682
26262,"DEVILS BACKBONE VIENNA LAGER 4/6NR - 12OZ",24,2.165,51.96,0,0,0,12,0,18,18,0,42,18,12,6,6,12,6,30,18,0,6,6,12,36,12,0,24,6,6,12,12,12,12,12,0,6,24,0,18,12,12,12,6,6,24,30,18,0,12,30,0,24,6,24,0,656
40576,"MILAGRO RESPOSADO TEQ 6/CS - 750ML",6,32.99,197.94,6,5,5,0,0,17,25,0,0,0,10,5,9,35,28,29,19,20,7,11,15,17,9,11,8,10,10,16,10,9,24,21,23,16,15,4,11,7,4,2,9,7,7,15,11,13,7,22,14,21,26,14,12,690
56782,"PLATINUM 7X VODKA - 1.75L",6,18.99,113.94,3,11,11,5,14,26,29,20,19,7,12,6,11,8,6,9,10,12,13,10,17,8,17,11,21,11,10,12,10,14,8,9,11,7,11,13,10,9,9,15,7,13,14,17,20,10,18,19,15,11,16,12,2,674
47007,"COINTREAU - 750ML",12,40.99,491.88,8,3,3,9,5,8,11,11,16,7,14,9,13,7,15,9,10,22,15,22,20,17,9,15,19,11,15,11,11,10,9,3,9,5,6,10,6,15,10,14,13,7,12,12,8,10,7,26,27,9,15,28,22,691
57541,"MAKER'S MARK 90P - 1.75L",6,54.99,329.94,11,10,10,13,16,23,14,16,15,23,17,25,17,9,16,11,15,9,5,10,13,10,7,10,14,10,12,11,5,10,8,5,14,6,10,7,10,4,10,8,10,10,12,6,9,13,8,15,20,12,19,22,11,697
42220,"OYSTER BAY S/BLC - 750ML",12,16.99,203.88,2,11,11,18,5,4,8,7,5,6,14,8,16,13,4,10,6,7,23,23,27,24,22,21,12,18,18,6,8,25,3,7,1,15,22,11,10,10,14,15,12,28,7,9,13,3,7,11,11,7,19,11,5,662
70604,"TRULY SPIKED & SPARKLING CITRUS VARIETY 12PK 12 0ZCAN",24,1.749166667,41.980000008,0,108,108,48,0,12,12,12,36,0,36,12,84,36,0,0,60,12,0,0,0,60,12,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770
30920,"SAM ADAMS BEER FEST VP 12PK CN",24,1.749166667,41.980000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,72,108,108,144,48,48,0,0,0,0,0,0,0,0,0,0,0,0,662
51194,"VIZZY # 1 VIBRNTLY TROPICAL VP 2/12 CAN",24,1.665833333,39.979999992,12,12,12,12,12,12,12,24,0,12,36,0,36,12,0,12,12,0,12,12,24,12,12,24,24,0,0,12,12,24,12,12,12,12,24,24,12,0,12,12,12,0,24,0,12,0,12,24,0,24,0,0,0,662
51155,"DOGFISH HEAD SLIGHTLY MIGHTY LO-CAL IPA 4/6PK 12OZ CAN",24,1.998333333,47.959999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
30857,"HEAVY SEAS TROPICANNON 4/6 NR",24,2.165,51.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
241026,"CASAMIGOS BLANCO TEQUILA - 50ML",60,4.99,299.4,0,0,0,0,38,45,32,0,0,0,0,36,20,1,8,13,9,28,11,30,29,14,55,17,2,0,0,0,0,0,27,24,0,0,0,0,0,0,0,63,38,17,0,0,0,0,0,0,0,0,0,48,30,700
98655,"PAULANER HEFEWEIZEN 4/6NR - 12OZ",24,2.498333333,59.959999992,0,6,6,6,6,6,18,0,18,12,30,0,6,6,0,30,18,0,12,0,30,6,6,12,30,18,12,12,18,6,18,24,6,18,6,18,6,18,6,18,6,0,18,6,18,18,24,12,6,6,18,18,12,656
38393,"BACARDI RUM - GOLD - 375ML",24,7.99,191.76,10,14,14,7,13,10,9,14,14,11,7,5,0,0,0,0,0,10,14,13,8,16,10,18,7,20,12,17,14,10,9,6,11,8,8,9,12,13,9,9,17,18,17,20,16,26,18,17,13,23,27,23,11,669
72907,"NOBILO MARLBOROUGH S/BLC - 750ML",12,13.99,167.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
82615,"WHITEHAVEN NEW ZELAND S/BLC - 750ML",12,19.99,239.88,4,10,10,9,12,9,5,3,7,2,18,5,10,10,32,20,10,4,7,6,21,1,5,20,10,4,10,10,3,14,9,27,17,24,26,9,21,6,5,11,27,2,8,13,11,4,4,8,24,24,16,37,6,662
238287,"FEVER TREE MEDITERRANEAN TONIC WATER 6/4PK - 200ML",24,1.9975,47.94,4,16,16,0,8,8,12,16,4,0,4,8,16,12,4,8,0,8,20,0,20,16,12,8,24,32,16,16,4,8,20,0,16,20,12,8,12,8,0,16,24,4,12,12,20,12,12,16,0,16,24,32,8,650
23812,"LEINENKUGEL SUMMER SHANDY 2/12 CAN - 12OZ",24,1.749166667,41.980000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,96,132,12,0,72,60,72,12,0,0,0,0,0,36,0,0,12,24,0,24,12,12,0,0,0,0,0,0,0,650
10431,"VICTORY GOLDEN MONKEY 4/6 NR",24,2.331666667,55.960000008,6,6,6,6,6,6,36,0,0,0,12,24,36,24,6,30,12,6,12,0,30,12,12,24,18,30,12,6,6,6,0,0,24,6,6,0,6,24,12,0,12,12,12,6,12,0,6,12,12,18,24,6,12,638
98167,"BECKS N/A-NR  - 12OZ",24,1.831666667,43.960000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
59315,"CH LA GRANGE CLINET BORD RGE - 750ML",12,17.99,215.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
244014,"POST MERIDIEM OLD FASHIONED - 24/100ML",24,4.99,119.76,14,19,19,5,10,8,11,14,7,4,12,14,7,16,14,12,15,5,12,6,9,14,7,11,9,15,5,8,10,4,11,10,14,16,10,10,5,17,22,7,11,6,18,20,22,18,15,13,21,17,17,12,5,662
70924,"MASTER OF MIXES COCKTAIL ESS LIME JUICE - 375ML",12,3.99,47.88,13,9,9,9,7,11,17,13,11,12,14,11,12,12,16,8,10,11,13,8,8,10,11,12,13,14,9,18,11,10,19,9,12,9,15,14,11,11,9,14,9,8,15,8,6,14,8,16,13,13,19,15,6,631
16855,"SILVER BRANCH DR. JUICY 4/6 CANS",24,2.498333333,59.959999992,30,0,0,0,24,24,0,0,0,18,36,36,0,6,0,0,0,18,12,18,12,36,0,18,0,30,24,0,0,0,0,6,6,18,6,12,24,24,36,18,6,0,12,6,6,6,18,18,12,12,30,0,0,644
26075,"HOFBRAU ORIGINAL 4/6NR - 11.2OZ",24,2.665,63.96,0,18,18,30,0,6,18,0,0,0,24,24,0,24,0,24,0,12,0,12,0,12,12,12,6,18,12,24,0,36,12,36,12,18,6,30,12,0,24,24,24,0,0,0,0,0,0,0,0,24,18,30,0,639
35599,"GILBEY'S VODKA - 200ML",48,2.99,143.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
96415,"BUCKLER NA 4/6 NR - 12OZ",24,1.831666667,43.960000008,12,18,18,12,0,12,12,0,18,0,24,6,0,0,12,6,0,0,6,24,0,0,12,6,6,6,6,12,0,12,12,0,6,18,24,0,12,36,0,42,6,12,30,18,12,12,36,24,6,24,18,18,18,650
166661,"MASTER OF MIXES COCKTAIL ESSENTIALS SIMPLE SYRUP-NA",12,3.99,47.88,4,9,9,8,16,12,16,10,8,8,9,11,7,11,12,3,8,15,11,9,13,14,14,11,10,11,9,20,9,12,15,8,16,9,8,12,9,21,11,13,6,9,14,14,12,8,10,12,15,13,23,28,15,636
21164,"BOGLE CAB - 750ML",12,11.99,143.88,3,11,11,12,13,34,26,7,16,12,7,14,23,10,8,12,11,5,10,12,8,9,15,6,8,5,11,12,3,11,8,6,6,2,7,8,21,11,6,14,13,10,20,11,14,12,17,19,7,9,24,21,2,637
