"ItemID","Description","Bottles_Per_Case","Cost_Amount_Per_Bottle","Total_Cost","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9","Week10","Week11","Week12","Week13","Week14","Week15","Week16","Week17","Week18","Week19","Week20","Week21","Week22","Week23","Week24","Week25","Week26","Week27","Week28","Week29","Week30","Week31","Week32","Week33","Week34","Week35","Week36","Week37","Week38","Week39","Week40","Week41","Week42","Week43","Week44","Week45","Week46","Week47","Week48","Week49","Week50","Week51","Week52","Week53","Grand_Total"
71796,"HIGH NOON SUN SIPS BLK CHERRY - RTD - 355ML - 6/4PK",24,2.7475,65.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
38520,"JOSE CUERVO GOLD TEQUILA - 750ML",12,20.99,251.88,1,6,6,3,1,3,8,3,5,13,0,2,7,3,4,2,4,2,5,4,3,5,4,3,3,4,5,2,1,3,3,7,4,4,2,2,2,2,1,0,33,1,4,3,2,3,0,3,8,2,2,6,2,244
335260,"STELLA ROSA BLK - 750ML",12,12.99,155.88,0,2,6,4,0,13,6,5,1,2,6,1,1,7,6,1,3,6,2,7,5,5,1,1,1,2,4,4,3,7,1,2,2,2,4,2,6,2,3,6,0,8,3,0,6,5,2,13,0,7,5,12,6,234
52620,"MARK WEST CAL P/NOIR - 750ML",12,12.99,155.88,1,0,5,1,1,2,3,2,5,0,3,1,2,3,6,0,1,1,3,5,5,1,3,4,5,6,2,0,7,1,6,5,4,4,7,1,2,1,4,3,6,6,6,6,3,6,6,6,9,10,18,9,1,233
30384,"WOODBRIDGE CHARD 6/4 187ML PET CANS",24,2.2475,53.94,0,4,8,0,0,0,0,0,0,0,12,0,4,12,12,0,0,12,0,4,4,0,4,0,8,0,4,0,8,8,12,0,0,4,0,12,4,0,4,4,4,0,4,0,0,8,0,0,0,40,4,0,4,234
42145,"MONTEZUMA - TRIPLE SEC 30P - 1L",12,5.99,71.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
18020,"DEVILS BACKBONE TROPICAL SMASH RTD 6/4 CANS",24,3.2475,77.94,0,0,0,4,0,4,4,0,0,4,0,0,4,4,4,8,4,8,4,8,8,8,16,44,0,0,0,12,0,0,4,16,8,4,8,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
23221,"JOHNNIE WALKER BLACK LABEL - 50ML",120,4.69,562.8,0,8,3,6,8,4,3,3,6,14,4,0,3,2,0,1,0,0,0,0,6,1,1,4,0,0,0,0,0,0,0,0,0,50,5,2,2,3,6,8,2,3,7,7,2,8,12,3,0,0,8,3,0,333
40223,"CHRISTIAN BROTHERS BRANDY - 750ML",12,9.99,119.88,2,0,3,3,1,0,2,2,3,2,3,5,4,1,5,2,6,5,7,5,7,3,2,2,7,5,9,7,3,2,2,1,2,3,3,3,1,2,6,7,4,5,6,10,5,5,9,7,4,3,8,1,2,229
11762,"JIM BEAM WHITE - 1.75L",6,34.99,209.94,2,6,0,2,4,6,5,3,10,4,7,4,0,4,7,3,5,5,1,2,3,5,4,2,2,5,6,1,2,1,3,5,0,4,7,2,3,3,3,5,3,6,4,4,5,4,5,3,2,4,7,11,2,247
11770,"JIM BEAM WHITE - 750ML",12,17.99,215.88,3,1,0,5,3,4,2,7,3,4,1,2,8,4,4,7,6,4,3,3,4,4,2,1,2,1,2,1,2,3,6,2,3,2,5,3,2,3,0,1,34,4,5,3,2,1,5,4,6,4,7,6,2,236
28851,"CANADIAN CLUB WHISKEY - 1.75L",6,17.99,107.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
26187,"STELLA ARTOIS LOOSE NR - 11.2OZ",24,1.91625,45.99,4,4,3,5,1,13,5,5,5,2,5,5,4,0,1,1,4,10,2,5,5,8,7,8,8,3,6,1,2,2,9,6,0,3,6,4,1,2,3,3,4,1,6,3,4,2,1,2,3,0,1,3,4,231
26262,"DEVILS BACKBONE VIENNA LAGER 4/6NR - 12OZ",24,2.165,51.96,0,0,0,0,24,0,6,6,0,12,0,6,0,12,6,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,18,12,0,6,6,6,0,6,0,0,6,0,0,6,6,6,0,6,0,12,0,18,0,230
11118,"BULLEIT BOURBON - 750ML",12,28.99,347.88,3,3,6,2,10,2,11,4,0,9,2,1,5,7,1,0,7,9,6,6,8,7,3,4,2,0,2,2,3,4,0,1,2,2,3,2,5,1,3,2,2,8,3,4,2,1,8,7,2,7,3,6,1,245
